瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
114,盔林,2021-12-07,9.2,,,,0.7,,200,,50,,5.8,-0.7,1010,,1028.3,,1,,1.64,,,,1,0,,,1486,,,16.1,,,,,
114,盔林,2021-12-07,10.6,,,,0.7,,270,,46,,5.9,-0.5,1009.7,,1028,,1,,1.57,,,,7,0,,,1298,,,11.7,,,,,
114,盔林,2021-12-07,11,,,,0.7,,140,,45,,5.9,-0.4,1009.8,,1028.1,,0.3,,0.86,,,,9,9,,17,1338,,,10.9,,,,,
114,盔林,2021-12-07,10.9,,,,2.1,,20,,53,,6.9,1.6,1010.4,,1028.7,,0.1,,0.34,,,,9,5,,15,2000,,,9.1,,,,,
114,盔林,2021-12-07,10.4,,,,2.3,,20,,55,,6.9,1.7,1010.8,,1029.1,,0,,0.11,,,,9,2,,16,2000,,,7,,,,,
114,盔林,2021-12-07,9.7,,,,2.1,,20,,58,,7,1.8,1011.2,,1029.6,,0,,0,,,,1,1,,14,2000,,,6.1,,,,,
114,盔林,2021-12-07,7.9,,,,0.1,,0,,65,,6.9,1.7,1011.6,,1030.1,,,9,,9,,,0,0,,,1955,,,3.2,,,,,
114,盔林,2021-12-07,6.6,,,,0.3,,0,,72,,7,1.9,1012.1,,1030.7,,,9,,9,,,0,0,,,1995,,,1.9,,,,,
114,盔林,2021-12-07,4.7,,,,0,,0,,78,,6.6,1.1,1012.7,,1031.5,,,9,,9,,,0,0,,,1513,,,0.8,,,,,
114,盔林,2021-12-07,3.9,,,,0.7,,90,,81,,6.5,0.9,1013,,1031.8,,,9,,9,,,0,0,,,1336,,,0.2,,,,,
114,盔林,2021-12-07,2.8,,,,0.4,,0,,85,,6.3,0.5,1013.2,,1032.1,,,9,,9,,,0,0,,,1106,,,0.2,,,,,
114,盔林,2021-12-08,2.6,,,,0.4,,0,,87,,6.4,0.6,1013.3,,1032.2,,,9,,9,,,0,0,,,979,,,0.2,,,,,
114,盔林,2021-12-08,1.5,,,,0,,0,,89,,6.1,-0.1,1013.2,,1032.2,,,9,,9,,,0,0,,,849,,,0,,,,,
114,盔林,2021-12-08,1,,,,0.7,,90,,90,,5.9,-0.4,1013.4,,1032.4,,,9,,9,,,0,0,,,713,,,-0.3,,,,,
114,盔林,2021-12-08,0.5,,,,0.4,,0,,92,,5.8,-0.6,1013.7,,1032.8,,,9,,9,,,0,0,,,504,,,-0.3,,,,,
114,盔林,2021-12-08,0.2,,,,0.1,,0,,93,,5.8,-0.8,1013.7,,1032.8,,,9,,9,,,0,0,,,436,,,-1.1,,,,,
114,盔林,2021-12-08,-0.3,,,,0,,0,,93,,5.6,-1.2,1013.8,,1033,,,9,,9,,,1,0,,,495,,,-1.5,,,,,
114,盔林,2021-12-08,-0.6,,,,0.5,,20,,93,,5.5,-1.5,1013.9,,1033.1,,,9,,9,,,0,0,,,520,,,-1.7,,,,,
114,盔林,2021-12-08,-0.8,,,,0.1,,0,,92,,5.3,-1.9,1014.4,,1033.6,,,9,,9,,,0,0,,,471,,,-2,,,,,
114,盔林,2021-12-08,-0.7,,,,0.1,,0,,93,,5.4,-1.6,1015,,1034.2,,0,,0.01,,,,0,0,,,448,,,-1.9,,,,,
114,盔林,2021-12-08,0.9,,,,0.3,,0,,89,,5.8,-0.7,1015.5,,1034.6,,1,,0.56,,,,0,0,,,695,,,-0.4,,,,,
114,盔林,2021-12-08,2.6,,,,0.3,,0,,79,,5.8,-0.6,1015.8,,1034.8,,1,,1.16,,,,0,0,,,951,,,3.7,,,,,
114,盔林,2021-12-08,5.7,,,,0.4,,0,,70,,6.4,0.6,1015.5,,1034.2,,1,,1.46,,,,0,0,,,1563,,,10.2,,,,,
114,盔林,2021-12-08,7.4,,,,0.7,,90,,62,,6.3,0.5,1014.9,,1033.5,,1,,1.76,,,,0,0,,,1623,,,15.8,,,,,
114,盔林,2021-12-08,9.7,,,,0.8,,250,,51,,6.1,0,1014.3,,1032.8,,1,,1.83,,,,0,0,,,1980,,,18,0,,,,
114,盔林,2021-12-08,10.4,,,,0.9,,200,,41,,5.2,-2.3,1013.7,,1032.1,,1,,1.67,,,,0,0,,,1941,,,10.5,,,,,
114,盔林,2021-12-08,11.1,,,,0.7,,290,,39,,5.2,-2.3,1013.6,,1031.9,,1,,1.3,,,,0,0,,,2000,,,8.1,,,,,
114,盔林,2021-12-08,11.1,,,,0.2,,0,,41,,5.4,-1.6,1013.4,,1031.7,,1,,0.79,,,,0,0,,,2000,,,6.5,,,,,
114,盔林,2021-12-08,9.6,,,,0.2,,0,,49,,5.8,-0.6,1013.5,,1031.9,,0.8,,0.22,,,,0,0,,,1675,,,3.9,,,,,
114,盔林,2021-12-08,7.1,,,,0.5,,110,,64,,6.4,0.7,1013.9,,1032.5,,0,,0,,,,0,0,,,1722,,,1.9,,,,,
114,盔林,2021-12-08,5.6,,,,0.1,,0,,71,,6.4,0.7,1014.1,,1032.8,,,9,,9,,,0,0,,,1239,,,0.8,,,,,
114,盔林,2021-12-08,4.9,,,,0.8,,140,,72,,6.2,0.2,1014.1,,1032.9,,,9,,9,,,0,0,,,1617,,,0.1,,,,,
114,盔林,2021-12-08,3.9,,,,0.2,,0,,77,,6.2,0.2,1014.3,,1033.1,,,9,,9,,,0,0,,,1032,,,0.3,,,,,
114,盔林,2021-12-08,2.8,,,,0.4,,0,,81,,6.1,-0.1,1014.3,,1033.2,,,9,,9,,,5,0,,,857,,,0.2,,,,,
114,盔林,2021-12-08,2.5,,,,0.2,,0,,81,,5.9,-0.4,1014.3,,1033.2,,,9,,9,,,8,0,,,918,,,0.1,,,,,
114,盔林,2021-12-09,2.2,,,,0.5,,90,,80,,5.8,-0.8,1013.9,,1032.8,,,9,,9,,,8,2,,,962,,,0.1,,,,,
114,盔林,2021-12-09,1.8,,,,0.3,,0,,80,,5.6,-1.2,1013.4,,1032.4,,,9,,9,,,10,10,,61,1207,,,0.1,,,,,
114,盔林,2021-12-09,1.1,,,,0.7,,110,,81,,5.4,-1.8,1013.8,,1032.8,,,9,,9,,,9,2,,,1317,,,-0.3,,,,,
114,盔林,2021-12-09,0.7,,,,0.1,,0,,85,,5.5,-1.5,1013.6,,1032.7,,,9,,9,,,8,0,,,1000,,,-0.4,,,,,
114,盔林,2021-12-09,0,,,,0,,0,,86,,5.3,-2,1013.6,,1032.7,,,9,,9,,,7,1,,,945,,,-1,,,,,
114,盔林,2021-12-09,-0.4,,,,0.1,,0,,89,,5.3,-1.9,1013.3,,1032.4,,,9,,9,,,0,0,,,735,,,-1.5,,,,,
114,盔林,2021-12-09,-0.6,,,,0.4,,0,,88,,5.2,-2.3,1013.4,,1032.5,,,9,,9,,,0,0,,,782,,,-1.7,,,,,
114,盔林,2021-12-09,-1,,,,0,,0,,89,,5.1,-2.5,1013.7,,1032.9,,,9,,9,,,0,0,,,739,,,-2.1,,,,,
114,盔林,2021-12-09,-0.9,,,,0.4,,0,,90,,5.2,-2.3,1014,,1033.2,,0,,0.01,,,,0,0,,,637,,,-1.7,,,,,
114,盔林,2021-12-09,0.5,,,,0.3,,0,,83,,5.3,-2,1014.3,,1033.4,,1,,0.39,,,,0,0,,,953,,,-0.4,,,,,
114,盔林,2021-12-09,1.7,,,,0.2,,0,,78,,5.4,-1.7,1014.3,,1033.3,,0.5,,0.53,,,,9,0,,,1091,,,0,,,,,
114,盔林,2021-12-09,3.3,,,,0.5,,20,,72,,5.6,-1.2,1013.9,,1032.8,,0.2,,0.79,,,,9,0,,,1102,,,1.6,,,,,
114,盔林,2021-12-09,5.8,,,,0.9,,70,,62,,5.7,-0.9,1013.4,,1032.1,,0.5,,1.11,,,,9,1,,53,1621,,,8.8,,,,,
114,盔林,2021-12-09,7.3,,,,0.4,,0,,53,,5.4,-1.6,1012.3,,1030.8,,0.2,,0.93,,,,10,0,,,1648,,,12.3,,,,,
114,盔林,2021-12-09,8.5,,,,0.4,,0,,49,,5.4,-1.6,1011.3,,1029.7,,0.2,,0.86,,,,8,0,,,1874,,,9.2,,,,,
114,盔林,2021-12-09,8.8,,,,0.5,,50,,51,,5.8,-0.8,1011,,1029.4,,0,,0.45,,,,10,1,,,1851,,,8.1,,,,,
114,盔林,2021-12-09,8.8,,,,0.1,,0,,52,,5.9,-0.5,1010.5,,1028.9,,0,,0.32,,,,10,0,,,1611,,,7.2,,,,,
114,盔林,2021-12-09,8.1,,,,0.5,,70,,57,,6.1,0,1010.4,,1028.8,,0,,0.12,,,,9,0,,,1257,,,4.9,,,,,
114,盔林,2021-12-09,7.4,,,,0.1,,0,,61,,6.2,0.3,1010.4,,1028.9,,0,,0,,,,10,7,,40,1132,,,4.1,,,,,
114,盔林,2021-12-09,6.8,,,,0.4,,0,,65,,6.4,0.6,1009.9,,1028.4,,,9,,9,,,10,5,,37,976,,,3.7,,,,,
114,盔林,2021-12-09,5.6,,,,0.6,,50,,70,,6.3,0.5,1009.8,,1028.4,,,9,,9,,,9,7,,49,849,,,2.1,,,,,
114,盔林,2021-12-09,5.4,,,,0.5,,360,,75,,6.7,1.3,1009.3,,1028,,,9,,9,,,9,8,,48,796,,,2.1,,,,,
114,盔林,2021-12-09,4.3,,,,0,,0,,76,,6.3,0.4,1009.4,,1028.1,,,9,,9,,,8,7,,47,860,,,1.3,,,,,
114,盔林,2021-12-09,3.9,,,,0.5,,90,,79,,6.3,0.5,1009,,1027.7,,,9,,9,,,8,8,,46,888,,,0.7,,,,,
114,盔林,2021-12-10,2.9,,,,0.3,,0,,83,,6.2,0.2,1008.5,,1027.3,,,9,,9,,,4,1,,,706,,,0,,,,,
114,盔林,2021-12-10,2.3,,,,0.2,,0,,86,,6.2,0.1,1008.5,,1027.3,,,9,,9,,,3,0,,,701,,,0.2,,,,,
114,盔林,2021-12-10,1.7,,,,0.1,,0,,88,,6.1,0,1008.2,,1027.1,,,9,,9,,,1,1,,,618,,,0.2,,,,,
114,盔林,2021-12-10,1.3,,,,0,,0,,89,,6,-0.3,1008.1,,1027,,,9,,9,,,5,0,,,640,,,0.2,,,,,
114,盔林,2021-12-10,1.6,,,,0.1,,0,,88,,6.1,-0.1,1007.6,,1026.5,,,9,,9,,,8,3,,12,701,,,0.3,,,,,
114,盔林,2021-12-10,1.5,,,,0.2,,0,,86,,5.9,-0.5,1007.2,,1026.1,,,9,,9,,,9,2,,31,890,,,0.4,,,,,
114,盔林,2021-12-10,2.1,,,,0.4,,0,,85,,6.1,-0.1,1007,,1025.8,,,9,,9,,,10,5,,30,854,,,0.5,,,,,
114,盔林,2021-12-10,1.6,,,9,0.2,,0,,85,,5.8,-0.6,1007.1,,1026,,,9,,9,,,7,3,,42,949,,,0.2,,,,,
114,盔林,2021-12-10,2.1,,,9,0.1,,0,,85,,6.1,-0.1,1007.2,,1026,,0,,0.01,,,,2,2,,23,857,,,0.7,,,,,
114,盔林,2021-12-10,3.4,,0,,0.4,,0,,79,,6.1,0,1007.3,,1026,,0.1,,0.21,,,,9,1,,20,1051,,,3.5,,,,,
114,盔林,2021-12-10,4.7,,,9,0.1,,0,,74,,6.3,0.4,1007.4,,1026.1,,0.1,,0.45,,,,10,9,,15,1279,,,5.9,,,,,
114,盔林,2021-12-10,5.8,,,9,0.2,,0,,70,,6.4,0.7,1006.8,,1025.4,,0,,0.48,,,,10,6,,14,1440,,,8.1,,,,,
114,盔林,2021-12-10,7.3,,0,,0.5,,320,,66,,6.7,1.3,1005.9,,1024.3,,0.1,,0.74,,,,9,9,,13,1683,,,9.4,,,,,
114,盔林,2021-12-10,7.9,,,9,0.1,,0,,68,,7.2,2.3,1005.7,,1024.1,,0,,0.36,,,,10,10,,10,1518,,,8.7,,,,,
114,盔林,2021-12-10,8.2,,,9,1,,320,,73,,7.9,3.6,1005.6,,1023.9,,0,,0.2,,,,10,10,,7,1100,,,7.8,,,,,
114,盔林,2021-12-10,7.6,,0,,0.8,,360,,82,,8.5,4.7,1005.4,,1023.8,,0,,0.17,,,,9,9,,4,975,,,7.9,,,,,
114,盔林,2021-12-10,7.8,,,9,0.7,,70,,81,,8.5,4.7,1005.9,,1024.3,,0,,0.11,,,,10,10,,3,1007,,,7.5,,,,,
114,盔林,2021-12-10,7.8,,,9,0.2,,0,,82,,8.7,4.9,1006.3,,1024.7,,0,,0.03,,,,10,10,,4,938,,,6.6,,,,,
114,盔林,2021-12-10,7.8,,0,,0.1,,0,,85,,9,5.4,1006.8,,1025.2,,0,,0,,,,9,9,,4,752,,,6.3,,,,,
114,盔林,2021-12-10,7.6,,,9,0.4,,0,,89,,9.2,5.8,1007.1,,1025.5,,,9,,9,,,9,9,,3,469,,,6.2,,,,,
114,盔林,2021-12-10,7.7,,,9,0.8,,200,,89,,9.3,5.9,1007.7,,1026.1,,,9,,9,,,10,10,,2,414,,,6.2,,,,,
114,盔林,2021-12-10,7.5,,0,,0.5,,70,,90,,9.3,5.9,1007.5,,1025.9,,,9,,9,,,10,9,,2,472,,,6.1,,,,,
114,盔林,2021-12-10,7.7,,,9,0.7,,290,,87,,9.1,5.6,1007.9,,1026.3,,,9,,9,,,10,10,,3,517,,,6.1,,,,,
114,盔林,2021-12-10,7.5,,,9,0.1,,0,,86,,8.9,5.3,1008,,1026.4,,,9,,9,,,6,6,,7,563,,,5.8,,,,,
114,盔林,2021-12-11,7.4,,,9,0.5,,250,,86,,8.8,5.2,1008,,1026.5,,,9,,9,,,10,10,,,547,,,5.5,,,,,
114,盔林,2021-12-11,6.6,,,,0.1,,0,,89,,8.7,4.9,1007.7,,1026.2,,,9,,9,,,10,9,,9,421,,,4.7,,,,,
114,盔林,2021-12-11,6.3,,,,0.1,,0,,91,,8.7,4.9,1008,,1026.5,,,9,,9,,,9,9,,9,352,,,4.3,,,,,
114,盔林,2021-12-11,6.2,,,,0.4,,0,,92,,8.7,4.9,1008.3,,1026.9,,,9,,9,,,10,6,,6,292,,,4.6,,,,,
114,盔林,2021-12-11,5.8,,,,0.5,,90,,93,,8.5,4.7,1008.2,,1026.8,,,9,,9,,,10,5,,4,280,,,3.8,,,,,
114,盔林,2021-12-11,5.1,,,,0.4,,0,,94,,8.2,4.2,1008,,1026.7,,,9,,9,,,10,2,,2,212,,,3.1,,,,,
114,盔林,2021-12-11,5.1,,,,0.5,,50,,94,,8.2,4.2,1008.3,,1027,,,9,,9,,,10,8,,1,159,,,3.9,,,,,
114,盔林,2021-12-11,4.8,,,,0.4,,0,,95,,8.1,4,1008.8,,1027.5,,,9,,9,,,5,5,,,25,,,4.4,,,,,
114,盔林,2021-12-11,4.5,,,,0.4,,0,,96,,8.1,3.9,1009.5,,1028.2,,0,,0,,,,10,10,,,156,,,4.7,,,,,
114,盔林,2021-12-11,4.8,,,,0.3,,0,,96,,8.2,4.2,1010,,1028.7,,0,,0.11,,,,8,8,,,130,,,5.9,,,,,
114,盔林,2021-12-11,5.8,,,,0.3,,0,,96,,8.8,5.2,1009.7,,1028.3,,0,,0.31,,,,10,10,,1,227,,,8.9,,,,,
114,盔林,2021-12-11,8.2,,,,0.6,,360,,70,,7.6,3,1009.8,,1028.2,,0.8,,1.33,,,,9,3,,8,569,,,14.3,,,,,
114,盔林,2021-12-11,8.5,,,,1,,340,,69,,7.6,3.1,1008.4,,1026.8,,0.6,,1.05,,,,8,1,,,570,,,15.9,,,,,
114,盔林,2021-12-11,8.7,,,,0.7,,290,,63,,7.1,2,1007.1,,1025.4,,0.9,,1.31,,,,6,0,,,633,,,14.5,,,,,
114,盔林,2021-12-11,9.2,,,,1.6,,320,,65,,7.5,2.9,1006.8,,1025.1,,0.9,,1.1,,,,7,0,,,495,,,12.3,,,,,
114,盔林,2021-12-11,9.5,,,,1.1,,290,,64,,7.6,3,1006.3,,1024.5,,1,,0.94,,,,7,0,,,532,,,10.8,,,,,
114,盔林,2021-12-11,9.2,,,,2,,320,,62,,7.2,2.2,1006.9,,1025.2,,0.7,,0.6,,,,7,0,,,503,,,8.7,,,,,
114,盔林,2021-12-11,8.4,,,,0.8,,230,,64,,7,1.9,1006.6,,1024.9,,0,,0.08,,,,8,0,,,483,,,6.3,,,,,
114,盔林,2021-12-11,7.5,,,,0.4,,0,,69,,7.1,2.1,1006.3,,1024.7,,0,,0,,,,8,0,,,423,,,4.4,,,,,
114,盔林,2021-12-11,6.5,,,,0.5,,90,,76,,7.3,2.5,1006.4,,1024.9,,,9,,9,,,6,0,,,368,,,3.4,,,,,
114,盔林,2021-12-11,6.1,,,,0.2,,0,,76,,7.1,2.1,1006.6,,1025.1,,,9,,9,,,7,2,,45,377,,,3.2,,,,,
114,盔林,2021-12-11,6.2,,,,0,,0,,75,,7.1,2,1006.5,,1025,,,9,,9,,,8,4,,8,386,,,3.9,,,,,
114,盔林,2021-12-11,7.1,,,,0.3,,0,,75,,7.5,2.9,1006.7,,1025.2,,,9,,9,,,9,6,,8,339,,,4.7,,,,,
114,盔林,2021-12-11,6.8,,,,0.9,,230,,76,,7.5,2.8,1006.6,,1025.1,,,9,,9,,,10,8,,6,307,,,5,,,,,
114,盔林,2021-12-12,6.5,,,,0.8,,230,,76,,7.3,2.5,1006.3,,1024.8,,,9,,9,,,1,1,,,313,,,4.7,,,,,
114,盔林,2021-12-12,5.4,,,,1.5,,250,,80,,7.2,2.2,1005.7,,1024.3,,,9,,9,,,0,0,,,268,,,2.8,,,,,
114,盔林,2021-12-12,4.9,,,,0.8,,230,,83,,7.2,2.2,1005.8,,1024.4,,,9,,9,,,0,0,,,245,,,1.9,,,,,
114,盔林,2021-12-12,5,,,,0.4,,0,,81,,7.1,2,1005.7,,1024.3,,,9,,9,,,9,9,,10,273,,,2.9,,,,,
114,盔林,2021-12-12,3.4,,,,0.1,,0,,88,,6.8,1.5,1005.1,,1023.8,,,9,,9,,,0,0,,,195,,,0.9,,,,,
114,盔林,2021-12-12,2.4,,,,0.1,,0,,90,,6.5,0.9,1005.1,,1023.9,,,9,,9,,,0,0,,,179,,,0.5,,,,,
114,盔林,2021-12-12,2.1,,,,0.4,,0,,90,,6.4,0.6,1005,,1023.8,,,9,,9,,,9,3,,7,187,,,0.5,,,,,
114,盔林,2021-12-12,1.8,,,,0.4,,0,,92,,6.4,0.6,1005.9,,1024.7,,,9,,9,,,10,0,,,187,,,0.3,,,,,
114,盔林,2021-12-12,1.3,,,,0.6,,20,,92,,6.2,0.1,1006.1,,1025,,0,,0,,,,10,2,,,152,,,0.2,,,,,
114,盔林,2021-12-12,1.3,,,,0.2,,0,,94,,6.3,0.4,1006.3,,1025.2,,0.4,,0.26,,,,9,0,,,97,,,0.8,,,,,
114,盔林,2021-12-12,4.4,,,,0.5,,20,,82,,6.8,1.5,1006.4,,1025,,1,,0.83,,,,6,0,,,275,,,7.7,,,,,
114,盔林,2021-12-12,5.7,,,,1.6,,290,,57,,5.2,-2.1,1006.6,,1025.2,,1,,1.31,,,,8,0,,,785,,,11.9,,,,,
114,盔林,2021-12-12,6.3,,,,1.4,,270,,46,,4.4,-4.4,1005.4,,1023.9,,1,,1.39,,,,2,0,,,1239,,,13.9,,,,,
114,盔林,2021-12-12,5.9,,,,2.7,,270,,42,,3.9,-6,1004.8,,1023.3,,1,,1.71,,,,6,1,,16,1398,,,13.1,,,,,
114,盔林,2021-12-12,6,,,,3.6,,270,,35,,3.3,-8.3,1004.3,,1022.8,,0.9,,1.48,,,,5,5,,16,1693,,,7.9,,,,,
114,盔林,2021-12-12,5.6,,,,4,,270,,28,,2.5,-11.5,1004.3,,1022.8,,0.9,,1.11,,,,2,0,,,1904,,,4.9,,,,,
114,盔林,2021-12-12,5.3,,,,2.4,,290,,27,,2.4,-12.2,1004.4,,1023,,1,,0.85,,,,2,0,,,2000,,,2.9,,,,,
114,盔林,2021-12-12,3.8,,,,3.2,,290,,32,,2.6,-11.4,1005.3,,1024,,0.8,,0.25,,,,0,0,,,2000,,,0.7,,,,,
114,盔林,2021-12-12,2.3,,,,2.2,,290,,32,,2.3,-12.7,1006,,1024.8,,0,,0,,,,0,0,,,2000,,,0.1,,,,,
114,盔林,2021-12-12,1.3,,,,2.5,,290,,38,,2.6,-11.4,1006.8,,1025.7,,,9,,9,,,0,0,,,2000,,,-0.6,,,,,
114,盔林,2021-12-12,0.3,,,,2.5,,290,,38,,2.4,-12.3,1007.7,,1026.7,,,9,,9,,,0,0,,,2000,,,-1.4,,,,,
114,盔林,2021-12-12,-0.7,,,,2.9,,270,,41,,2.4,-12.3,1008.3,,1027.4,,,9,,9,,,0,0,,,2000,,,-2,,,,,
114,盔林,2021-12-12,-1.5,,,,2.3,,270,,42,,2.3,-12.7,1008.8,,1027.9,,,9,,9,,,0,0,,,2000,,,-2.6,,,,,
114,盔林,2021-12-12,-2.2,,,,2,,270,,43,,2.2,-13.1,1009.4,,1028.6,,,9,,9,,,0,0,,,2000,,,-2.9,,,,,
114,盔林,2021-12-13,-2.7,,,,0.9,,270,,44,,2.2,-13.2,1009.6,,1028.8,,,9,,9,,,0,0,,,2000,,,-3.2,,,,,
114,盔林,2021-12-13,-3.5,,,,0.6,,230,,46,,2.2,-13.4,1009.5,,1028.8,,,9,,9,,,0,0,,,2000,,,-3.6,,,,,
114,盔林,2021-12-13,-3.8,,,,0.3,,0,,47,,2.2,-13.4,1009.8,,1029.1,,,9,,9,,,0,0,,,2000,,,-4,,,,,
114,盔林,2021-12-13,-4,,,,0.9,,230,,47,,2.1,-13.6,1010,,1029.3,,,9,,9,,,0,0,,,2000,,,-4.2,,,,,
114,盔林,2021-12-13,-4.7,,,,0.2,,0,,49,,2.1,-13.8,1009.7,,1029.1,,,9,,9,,,0,0,,,2000,,,-4.6,,,,,
114,盔林,2021-12-13,-5.4,,,,0.1,,0,,62,,2.5,-11.5,1009.8,,1029.2,,,9,,9,,,0,0,,,2000,,,-4.9,,,,,
114,盔林,2021-12-13,-5.6,,,,0.2,,0,,63,,2.5,-11.5,1009.8,,1029.2,,,9,,9,,,0,0,,,2000,,,-5.1,,,,,
114,盔林,2021-12-13,-6.2,,,,0.5,,50,,66,,2.5,-11.5,1010.1,,1029.6,,,9,,9,,,0,0,,,2000,,,-5.3,,,,,
114,盔林,2021-12-13,-5.9,,,,0.7,,360,,64,,2.5,-11.6,1010.5,,1030,,0,,0,,,,0,0,,,2000,,,-5.1,,,,,
114,盔林,2021-12-13,-4.2,,,,0.2,,0,,49,,2.2,-13.3,1011,,1030.4,,0.9,,0.42,,,,0,0,,,1971,,,-3.3,,,,,
114,盔林,2021-12-13,-3.4,,,,1.3,,270,,38,,1.8,-15.7,1011.2,,1030.5,,1,,1.03,,,,0,0,,,2000,,,0.9,,,,,
114,盔林,2021-12-13,-1.8,,,,1.5,,340,,34,,1.8,-15.6,1010.9,,1030.1,,1,,1.52,,,,0,0,,,1974,,,4.7,,,,,
114,盔林,2021-12-13,-0.7,,,,1.3,,320,,33,,1.9,-15,1010.1,,1029.2,,1,,1.81,,,,0,0,,,1990,,,7.5,,,,,
114,盔林,2021-12-13,-0.5,,,,1.3,,180,,32,,1.9,-15.2,1009.2,,1028.3,,1,,1.87,,,,0,0,,,2000,,,8.8,,,,,
114,盔林,2021-12-13,0.3,,,,2.5,,290,,28,,1.7,-16.1,1008.4,,1027.4,,1,,1.71,,,,0,0,,,2000,,,2.1,,,,,
114,盔林,2021-12-13,1,,,,1.4,,250,,26,,1.7,-16.4,1007.8,,1026.7,,1,,1.37,,,,0,0,,,2000,,,0.8,,,,,
114,盔林,2021-12-13,1.3,,,,1.4,,270,,24,,1.6,-17.1,1007.7,,1026.6,,1,,0.84,,,,0,0,,,2000,,,0,,,,,
114,盔林,2021-12-13,1,,,,0.9,,270,,22,,1.5,-18.3,1007.8,,1026.7,,0.8,,0.26,,,,0,0,,,2000,,,-0.4,,,,,
114,盔林,2021-12-13,0.3,,,,0.5,,290,,25,,1.6,-17.4,1008,,1027,,0,,0,,,,0,0,,,2000,,,-2.4,,,,,
114,盔林,2021-12-13,-0.8,,,,0,,0,,36,,2.1,-14,1008.1,,1027.2,,,9,,9,,,0,0,,,1934,,,-3,,,,,
114,盔林,2021-12-13,-2.1,,,,0.1,,0,,44,,2.3,-12.7,1008.2,,1027.4,,,9,,9,,,0,0,,,1791,,,-3.6,,,,,
114,盔林,2021-12-13,-2.5,,,,0.5,,110,,44,,2.2,-13.1,1008.2,,1027.4,,,9,,9,,,0,0,,,2000,,,-3.9,,,,,
114,盔林,2021-12-13,-3,,,,0.6,,90,,46,,2.3,-13,1008.2,,1027.4,,,9,,9,,,0,0,,,2000,,,-4.1,,,,,
114,盔林,2021-12-13,-3.5,,,,0.8,,20,,50,,2.4,-12.4,1008.1,,1027.4,,,9,,9,,,3,2,,12,2000,,,-4.2,,,,,
114,盔林,2021-12-14,-3.8,,,,0.2,,0,,54,,2.5,-11.7,1008.2,,1027.5,,,9,,9,,,0,0,,,2000,,,-4.2,,,,,
114,盔林,2021-12-14,-3.7,,,,0.5,,20,,53,,2.5,-11.9,1007.6,,1026.9,,,9,,9,,,0,0,,,1825,,,-2.9,,,,,
114,盔林,2021-12-14,-3.2,,,,1.1,,20,,54,,2.6,-11.2,1007.2,,1026.4,,,9,,9,,,0,0,,,1886,,,-2.5,,,,,
114,盔林,2021-12-14,-3.4,,,,0.5,,20,,53,,2.5,-11.6,1007.1,,1026.3,,,9,,9,,,0,0,,,2000,,,-2.3,,,,,
114,盔林,2021-12-14,-3.4,,,,0.4,,0,,54,,2.6,-11.3,1006.7,,1025.9,,,9,,9,,,8,8,,12,2000,,,-2.2,,,,,
114,盔林,2021-12-14,-3.1,,,,0.6,,320,,53,,2.6,-11.3,1006.2,,1025.4,,,9,,9,,,9,9,,12,2000,,,-2.1,,,,,
114,盔林,2021-12-14,-2.8,,,,0.3,,0,,50,,2.5,-11.7,1005.7,,1024.9,,,9,,9,,,9,9,,13,2000,,,-1.9,,,,,
114,盔林,2021-12-14,-2.4,,,,0.7,,20,,51,,2.6,-11.1,1005.7,,1024.8,,,9,,9,,,9,9,,13,2000,,,-1.9,,,,,
114,盔林,2021-12-14,-2,,,,0.5,,290,,49,,2.6,-11.3,1005.6,,1024.7,,0,,0,,,,3,3,,13,2000,,,-1.5,,,,,
114,盔林,2021-12-14,-1.4,,,,0.4,,0,,49,,2.7,-10.7,1005.2,,1024.3,,0,,0.09,,,,8,8,,14,1935,,,-0.6,,,,,
114,盔林,2021-12-14,-0.5,,,,0.3,,0,,47,,2.8,-10.4,1004.9,,1023.9,,0,,0.28,,,,9,9,,14,1996,,,-0.2,,,,,
114,盔林,2021-12-14,0.1,,,,0.9,,50,,43,,2.6,-11,1004.5,,1023.4,,0,,0.4,,,,9,9,,13,1953,,,0.8,,,,,
114,盔林,2021-12-14,1.2,,,,0.1,,0,,42,,2.8,-10.3,1003.7,,1022.5,,0,,0.66,,,,9,9,,11,1944,,,1.7,,,,,
